Department,CourseNumber,CourseDivision,CourseName,Instructor,CourseDescription,ActiveFlag,Semester,Year,Term,Level,Prerequisites,Lab_Fee_Text,Lab_Fee,Class_Size_Text,Degree_Requirements,Lab_Fee_USD,Class_Size
HS,1077,HS,Ethnographic Writing,"van Vliet, Netta","Ethnographic writing, literally the ""writing of a people,"" is anthropology’s primary disciplinary mode of representation, based on participant-observation fieldwork. Early ethnographies were usually written by anthropologists from Europe and the United States about people they had studied in other parts of the world. In the 1970s and on, critical questions about representation increasingly challenged assumptions about ethnographic work, raising questions about objectivity, transparency, politics and the relationship of ethnographers to the people and places about  which they are writing. This class will introduce students to a range of ethnographies in the discipline of anthropology, as well as to some of the political, cultural, and intellectual debates and contexts in which these ethnographies were produced. At the same time, we will consider epistemological, ethical, philosophical and methodological issues that such writing involves, including questions about representation, translation, difference and interpretation. In addition to classic ethnographies, we will also read some fiction, travel writing, and journalism. We will consider questions about how ethnographic knowledge is authorized, how assumptions about interpretation shape ethnographic writing, relations between individual and group, and the relations between author and reader. Students will be asked to experiment with ethnographic writing themselves, through a series of short writing assignments as well as a final project. The course is designed to allow students to workshop their own writing. Students will be evaluated on the development and improvement of their own writing over the course of the term, on their attention to observation of selected ethnographic sites, on their ability to critically evaluate and closely read ethnographies as texts, and on their engagement with their peers’ writing in peer review exercises. 

Level: Introductory.  Prerequisites: None.  Class limit: 15.  Lab fee: None.  Meets the following degree requirements: HS.",TRUE,B23C,2023,C,Level: Introductory,Prerequisites: None,"Ethnographic writing, literally the ""writing of a people,"" is anthropology’s primary disciplinary mode of representation, based on participant-observation fieldwork",TRUE,: 15,HS.,NA,15
HS,1077,HS,Ethnographic Writing,"van Vliet, Netta","Ethnographic writing, literally the ""writing of a people,"" is anthropology’s primary disciplinary mode of representation, based on participant-observation fieldwork. Early ethnographies were usually written by anthropologists from Europe and the United States about people they had studied in other parts of the world. In the 1970s and on, critical questions about representation increasingly challenged assumptions about ethnographic work, raising questions about objectivity, transparency, politics and the relationship of ethnographers to the people and places about  which they are writing. This class will introduce students to a range of ethnographies in the discipline of anthropology, as well as to some of the political, cultural, and intellectual debates and contexts in which these ethnographies were produced. At the same time, we will consider epistemological, ethical, philosophical and methodological issues that such writing involves, including questions about representation, translation, difference and interpretation. In addition to classic ethnographies, we will also read some fiction, travel writing, and journalism. We will consider questions about how ethnographic knowledge is authorized, how assumptions about interpretation shape ethnographic writing, relations between individual and group, and the relations between author and reader. Students will be asked to experiment with ethnographic writing themselves, through a series of short writing assignments as well as a final project. The course is designed to allow students to workshop their own writing. Students will be evaluated on the development and improvement of their own writing over the course of the term, on their attention to observation of selected ethnographic sites, on their ability to critically evaluate and closely read ethnographies as texts, and on their engagement with their peers’ writing in peer review exercises. 

Level: Introductory.  Prerequisites: None.  Class limit: 15.  Lab fee: None.  Meets the following degree requirements: HS.",TRUE,B21B,2021,B,Level: Introductory,Prerequisites: None,"Ethnographic writing, literally the ""writing of a people,"" is anthropology’s primary disciplinary mode of representation, based on participant-observation fieldwork",TRUE,: 15,HS.,NA,15
HS,2095,NA,"Philosophy of Science: Reason, Truth, and Reality","Jacoby, Franklin R","What makes science special? In answering this question, this course will look at several more specific inquiries: Is science rational? Does science have an aim and does this aim have anything to do with truth or with reality? Is there a scientific method? Can science tell us how to live our lives? How should we understand the relationship between science and other systems of thought? This course will address these questions by examining texts from a number of 20th century philosophers. We begin with the earlier part of the century and the logical positivists. With this groundwork, we will then analyze the movement in philosophy of science towards an emphasis on history and on scientific practice, especially work by Kuhn, Feyerabend, and Toulmin. The final part of the course will discuss responses to these philosophers. By taking this course, students will become familiar with central issues in the philosophy of science, how to read dense texts, and how to develop a philosophical argument through writing. Students will be evaluated based on class participation, two take-home exams, and a final term paper.

Level: Intermediate.  Prerequisites: None.  Class limit: 12.  Lab Fee: none.",TRUE,B19Q,2019,Q,Level: Intermediate,Prerequisites: None,"What makes science special? In answering this question, this course will look at several more specific inquiries: Is science rational? Does science have an aim and does this aim have anything to do with truth or with reality? Is there a scientific method? Can science tell us how to live our lives? How should we understand the relationship between science and other systems of thought? This course will address these questions by examining texts from a number of 20th century philosophers",TRUE,: 12,NA,20,12
HS,2095,NA,"Philosophy of Science: Reason, Truth, and Reality","Jacoby, Franklin R","What makes science special? In answering this question, this course will look at several more specific inquiries: Is science rational? Does science have an aim and does this aim have anything to do with truth or with reality? Is there a scientific method? Can science tell us how to live our lives? How should we understand the relationship between science and other systems of thought? This course will address these questions by examining texts from a number of 20th century philosophers. We begin with the earlier part of the century and the logical positivists. With this groundwork, we will then analyze the movement in philosophy of science towards an emphasis on history and on scientific practice, especially work by Kuhn, Feyerabend, and Toulmin. The final part of the course will discuss responses to these philosophers. By taking this course, students will become familiar with central issues in the philosophy of science, how to read dense texts, and how to develop a philosophical argument through writing. Students will be evaluated based on class participation, two take-home exams, and a final term paper.

Level: Intermediate.  Prerequisites: None.  Class limit: 12.  Lab Fee: none.",TRUE,B23C,2023,C,Level: Intermediate,Prerequisites: None,"What makes science special? In answering this question, this course will look at several more specific inquiries: Is science rational? Does science have an aim and does this aim have anything to do with truth or with reality? Is there a scientific method? Can science tell us how to live our lives? How should we understand the relationship between science and other systems of thought? This course will address these questions by examining texts from a number of 20th century philosophers",TRUE,: 12,NA,20,12
HS,0955,NA,Writing for Yourself: An Introduction to Technique,"Cass, Blake","Good writing comes from a desire to communicate; great writing comes from a desire to connect. Far from being a removed activity without consequences, writing offers us the chance to encounter the world, better understand others, and reflect on who we are. Starting with descriptive writing, students will write in a variety of genres, including narrative nonfiction and the analytical essay. No matter the genre, students will be expected to put the full force of themselves into their writing; an analytical essay is, though in a much different way, as much an exploration of the self as a memoir. In his epistolary book, Between the World and Me, Ta-Nehisi Coates wrote, “You are growing into consciousness, and my wish for you is that you feel no need to constrict yourself to make other people comfortable.” Coates’s advice to his son could serve as the mantra for students in this course. In other words, write for yourself, write to explore who you are and what you think, write to live more fully. Using The Best American Nonrequired Reading 2018, a multi-genre anthology of work by contemporary writers, students will gain an understanding of defining, comparing and contrasting, classification and division, and writing process analysis. To improve grammar and syntax, each student will receive an individualized grammar plan. In addition to our two weekly classes, we will meet on Wednesdays to either work on grammar exercises or venture into Acadia for some place-based writing. In short writing assignments, students will apply the four fundamentals of good writing–crafting concise sentences, ordering words for emphasis, choosing strong verbs, and using active voice. In addition, students will complete four major writing assignments that allow them to develop their voices and experiment with structure. Evaluation for the course is based on the quality of writing, improvement of rewrites, and overall diligence and effort.  This course carries only institutional credit.

Level: Introductory.  Prerequisites: Permission of instructor.  Class limit: 10.  Lab fee: none.",TRUE,B19Q,2019,Q,Level: Introductory,Prerequisites: Permission of instructor,Good writing comes from a desire to communicate; great writing comes from a desire to connect,TRUE,: 10,NA,NA,10
HS,1078,W HS,College Seminar: Truth and Alternative Facts,"Mahoney, Daniel","""Alternative facts"" and ""fake news"" have fueled growing concerns that we are living in, what playwright Steve Tesich called (in 1992!), a ""post-truth"" society. With the rise of media outlets, the postmodernist take on the death of objective truth, and the sound bite culture we live it, ""post-truth"" seems inevitable.  But what exactly is truth in the first place, and why should we care about it? We will address this question over the course of this term by examining contemporary views on the role of truth in meaning and communication, challenges to these views from uncertainty and subjectivity, and arguments for and against different conceptions of truth.  For example, the first lines of Charlotte Delbo's memoir ""Auschwitz and After"" reads, ""Today I am not sure that what I wrote is true. I am certain it is truthful.""  As contemporary writers and thinkers, how can we reckon with such a statement?  Is there a difference between the truth of a writer and the truth of a politician?  How can we ever know if anything is true or false if it's all relative?  In short: what hath postmodernism wrought?  Using a college seminar format, the course will emphasize the writing process-prewriting, writing, and rewriting; course assignments will include short papers and one longer research paper. Students will be evaluated not only on their participation in class discussions, peer reviews, and writing workshops but also on their overall improvement in writing.

Level: Introductory. Prerequisites: None. Class limit: 12. Lab fee: None. Meets the following degree requirements: HS, W",TRUE,B19Q,2019,Q,Level: Introductory,Prerequisites: None,"""Alternative facts"" and ""fake news"" have fueled growing concerns that we are living in, what playwright Steve Tesich called (in 1992!), a ""post-truth"" society",TRUE,: 12,"HS, W",1992,12
HS,1079,W HS HY,College Seminar: History of the American Conservation Moveme,"Cline, Ken","This course provides students with an overview of the American conservation movement from the 1600s through the present.  Through an examination of historical accounts and contemporary analysis, students develop an understanding of the issues, places, value conflicts, and people who have shaped conservation and environmental policy in the United States.  They also gain an appreciation for the relationship between the conservation movement and other social and political movements.  Students should come away with a sense of the historical and cultural context of American attitudes toward nature.  We also seek to apply these lessons to policy debates currently underway in Maine.  By using writing as process - prewriting, writing, and rewriting - students, working from original writings, do in-depth research on a selected historical figure. Evaluation is based on problem sets, group activities, participation, and a final paper. This class meets the first-year writing course requirement.

Level: Introductory. Prerequisites: none.  Class limit: 12.  Lab fee: none.  Meets the following degree requirements: HS, HY, W",TRUE,B20B,2020,B,Level: Introductory,Prerequisites: none,This course provides students with an overview of the American conservation movement from the 1600s through the present,TRUE,: 12,"HS, HY, W",1600,12
HS,3092,W,Tutorial: Writing About Science,"Kozak, Anne","This tutorial will improve students’ writing ability and introduce them not only to writing academic papers in the sciences but also writing for the lay public. An essential component of this course is writing text for exhibits for the George B. Dorr Natural History Museum proposed. The course also involves learning to write an abstract, literature review, critiques, technical reports, and text for a poster. All students will present a poster or power point at the end of the term. In addition to working with the instructor, students will often work on the content of their writing and grammar with tutors in the writing center. As we develop texts for some exhibits, we will also work with museum staff. 

Evaluation will be based on the students' participation in class discussions and peer review sessions, quality of power-point and/or poster presentations, effectiveness in revising writing to meet the standards of the instructor and, if appropriate, the research sponsor, and writing a piece specifically for the lay public. At the end of the term, the students should hand in a portfolio containing all drafts as well as a printout of the power point and/or poster.

Level: Intermediate. Prerequisites: Permission of instructor.  Class limit: 5.  Lab fee: none.  Meets the following degree requirements: W.",TRUE,B19Q,2019,Q,Level: Intermediate,Prerequisites: Permission of instructor,This tutorial will improve students’ writing ability and introduce them not only to writing academic papers in the sciences but also writing for the lay public,TRUE,: 5,W.,NA,5
HS,3092,W,Tutorial: Writing About Science,"Kozak, Anne","This tutorial will improve students’ writing ability and introduce them not only to writing academic papers in the sciences but also writing for the lay public. An essential component of this course is writing text for exhibits for the George B. Dorr Natural History Museum proposed. The course also involves learning to write an abstract, literature review, critiques, technical reports, and text for a poster. All students will present a poster or power point at the end of the term. In addition to working with the instructor, students will often work on the content of their writing and grammar with tutors in the writing center. As we develop texts for some exhibits, we will also work with museum staff. 

Evaluation will be based on the students' participation in class discussions and peer review sessions, quality of power-point and/or poster presentations, effectiveness in revising writing to meet the standards of the instructor and, if appropriate, the research sponsor, and writing a piece specifically for the lay public. At the end of the term, the students should hand in a portfolio containing all drafts as well as a printout of the power point and/or poster.

Level: Intermediate. Prerequisites: Permission of instructor.  Class limit: 5.  Lab fee: none.  Meets the following degree requirements: W.",TRUE,B21C,2021,C,Level: Intermediate,Prerequisites: Permission of instructor,This tutorial will improve students’ writing ability and introduce them not only to writing academic papers in the sciences but also writing for the lay public,TRUE,: 5,W.,NA,5
HS,4085,NA,Writing Your Novella,"Cass, Blake","Although the novella remains one of the most underappreciated and misunderstood literary genres, its structural brevity offers students the ideal form to study how to create long-form fiction. Class time will be primarily devoted to discussing the novellas we have read. Texts may include ""Seize the Day"" by Saul Bellow, ""The Grownup"" by Gillian Flynn, ""Neighbors"" by Lilia Momple, ""Pedro Paramo"" by Juan Rulfo, and ""Indian Nocturne"" by Antonio Tabucchi. During class, we will look at strategies of dialogue, point-of-view, plot, and setting. Students will learn how other writers develop characters with precision, fluidly integrate backstory and flashbacks into narratives, and make use of the three narrative modes: full scene, half scene, and summary narration.

To help establish a routine of writing, students will sign up for daily work periods in the writing center. Some work periods will start with a prompt to help students focus their imaginations on specific aspects of their stories, but most work periods will primarily be dedicated to individual writing. By maintaining a habit of writing and reflecting throughout the course on their progress, students will develop a process of writing that works for them. By the end of the course, each student will be expected to hand in a polished first draft ranging between 20,000 to 50,000 words. Shorter novellas will go through more extensive revision than longer novellas. Students will be evaluated on their participation in class and their ability to execute narrative strategies in their novellas.

Level: Intermediate/Advanced.  Prerequisites: Permission of instructor; students will be asked to share a sample of their writing.  Class limit: 12. Lab fee: None.",TRUE,B20B,2020,B,Level: Intermediate,Prerequisites: Permission of instructor; students will be asked to share a sample of their writing,"Although the novella remains one of the most underappreciated and misunderstood literary genres, its structural brevity offers students the ideal form to study how to create long-form fiction",TRUE,: 12,NA,NA,12
HS,4085,NA,Writing Your Novella,"Cass, Blake","Although the novella remains one of the most underappreciated and misunderstood literary genres, its structural brevity offers students the ideal form to study how to create long-form fiction. Class time will be primarily devoted to discussing the novellas we have read. Texts may include ""Seize the Day"" by Saul Bellow, ""The Grownup"" by Gillian Flynn, ""Neighbors"" by Lilia Momple, ""Pedro Paramo"" by Juan Rulfo, and ""Indian Nocturne"" by Antonio Tabucchi. During class, we will look at strategies of dialogue, point-of-view, plot, and setting. Students will learn how other writers develop characters with precision, fluidly integrate backstory and flashbacks into narratives, and make use of the three narrative modes: full scene, half scene, and summary narration.

To help establish a routine of writing, students will sign up for daily work periods in the writing center. Some work periods will start with a prompt to help students focus their imaginations on specific aspects of their stories, but most work periods will primarily be dedicated to individual writing. By maintaining a habit of writing and reflecting throughout the course on their progress, students will develop a process of writing that works for them. By the end of the course, each student will be expected to hand in a polished first draft ranging between 20,000 to 50,000 words. Shorter novellas will go through more extensive revision than longer novellas. Students will be evaluated on their participation in class and their ability to execute narrative strategies in their novellas.

Level: Intermediate/Advanced.  Prerequisites: Permission of instructor; students will be asked to share a sample of their writing.  Class limit: 12. Lab fee: None.",TRUE,B22C,2022,C,Level: Intermediate,Prerequisites: Permission of instructor; students will be asked to share a sample of their writing,"Although the novella remains one of the most underappreciated and misunderstood literary genres, its structural brevity offers students the ideal form to study how to create long-form fiction",TRUE,: 12,NA,NA,12
AD,4027,ADS,Film Production: Haunting,"Andrews, Nancy","The haunted house story, nestled as a sub-genre of ghost stories within horror, is often psychological and supernatural. It almost always features a dissolving of boundaries--of the living and dead, the normal and the paranormal, the mind and the exterior world. In stories, ghosts often haunt, but they stand for memories and past events, and the spaces they inhabit are often charged with meanings and emotions. A house can be a metaphor for the body, the mind, for comfort or for patriarchal oppression. Rooms can hold secrets. This genre relates to the psychology of the self, memory, isolation, the uncanny and mysteries of the relationship of body and spirit. This course is part of a three-credit program centered on the production of a short narrative film. Students will study various texts, films, and theoretical writings, concerning topics to include: haunting, spaces of house and home, identity, paranormal, and memory.  We will explore some Maine connections to the genre. There are rich associations with houses and other spaces as demonstrated in the work of Gaston Bachelard, Carl Jung, Shirley Jackson and Toni Morrison. Whether literary (Turn of the Screw, The Tell Tale Heart, The Haunting of Hill House) theatrical (séances, Haunted Hotel) or cinematic (Us!, Hausu), we will use texts—books, plays, movies, poems—as research to better understand the movie(s) we are creating. Students will be asked to respond and utilize texts in various ways ie. creating mood boards, improvisational scenes, drawing or design responses, filming scenes, short responses films, or response papers. Students will be responsible for participating and contributing to discussions and class blog. Students will be evaluated on written responses, in class activities and effective participation. 

Level: Intermediate/Advanced. Prerequisites: Co-enrollment in Making a Low-Budget Movie and Lights, Camera, Action, Wrap!; permission of instructor. Class limit: 15. Lab fee: None. Meets the following degree requirements: ADS",TRUE,B20B,2020,B,Level: Intermediate,"Prerequisites: Co-enrollment in Making a Low-Budget Movie and Lights, Camera, Action, Wrap!; permission of instructor","The haunted house story, nestled as a sub-genre of ghost stories within horror, is often psychological and supernatural",TRUE,: 15,ADS,NA,15
AD,4028,ADS,Film Production: Making a Low-Budget Movie,"Andrews, Nancy","What does it take to make a movie outside of the Hollywood system? How do independent films get made? What are the roles in a production team? How do you plan a production? Budget? Fundraise? Create breakdown sheets? Make Contracts? Storyboard? Rehearse? This course is part of a three-credit program centered on the production of a short narrative film. The students in this course will work to prepare for the film/video production of a screenplay. Roles for our production will be defined, and students will perform the tasks of pre-production.  Students will be evaluated on their work and completion of their roles, their collaboration and contribution to the overall pre-production of the project. 

Level: Intermediate/Advanced. Prerequisites: Co-enrollment in Haunting and Lights, Camera, Action, Wrap!; permission of instructor. Class limit: 15. Lab fee: None. Meets the following degree requirements: ADS",TRUE,B20B,2020,B,Level: Intermediate,"Prerequisites: Co-enrollment in Haunting and Lights, Camera, Action, Wrap!; permission of instructor",What does it take to make a movie outside of the Hollywood system? How do independent films get made? What are the roles in a production team? How do you plan a production? Budget? Fundraise? Create breakdown sheets? Make Contracts? Storyboard? Rehearse? This course is part of a three-credit program centered on the production of a short narrative film,TRUE,: 15,ADS,NA,15
AD,4029,ADS,"Film Production: Lights, Camera, Action, Wrap!","Baker, Jodi","This course is part of a three-credit program centered on the production of a short narrative film. In this course we will create elements, shoot and record scenes of a film based on a script and storyboard. With the guidance of faculty and professionals in the field (sound mixer and cinematographer) students will complete the production through the performance of roles on set and behind-the-scenes. Roles will include acting, production design/art direction, costuming, producing, directing, animation and special effects, script supervision, cinematography/lighting, sound recording/mixing and music.  Students will be evaluated on their work and successful completion of their assigned roles, their collaboration and contribution to the overall production. This course will be focused primarily on production process. Editing and post-production will be in rough cut form. 

Level: Intermediate/Advanced. Prerequisites: Co-enrollment in Haunting and Making a Low-Budget Movie; permission of instructor. Class limit: 15. Lab fee: $250. Meets the following degree requirements: ADS",TRUE,B20B,2020,B,Level: Intermediate,Prerequisites: Co-enrollment in Haunting and Making a Low-Budget Movie; permission of instructor,This course is part of a three-credit program centered on the production of a short narrative film,TRUE,: 15,ADS,NA,15
ES,2037,ES,Introductory Entomology,"Graham, Carrie","Nearly 80% of all described species belong to the class Insecta.  Due to their abundance, diversity and adaptability, insects are crucial components of terrestrial, freshwater and human-made ecosystems.  Students with a background in entomology can apply their knowledge of insects to many other fields, including botany, ecology, anthropology, epidemiology and medicine, agriculture, climate change, visual arts, history, and even the culinary arts.  This course will give students a sampling of entomological applications within these diverse fields.  Students will be given a solid introduction to insect biology, ecology, taxonomy and identification through lectures, lab sessions and field trips.  They will assemble their own insect collections and will learn to identify all Maine insect orders and many common insect families.  Lectures, field trips and readings will emphasize the important role of insects in human lives and our impact on the environment.  Students will be evaluated on their insect collections, performance on lab quizzes, participation and one paper with presentation.

Level: Introductory/Intermediate.  Prerequisites: Bio 1 or permission of instructor.  Class limit: 15.  Lab fee $35.  Meets the following degree requirements: ES",TRUE,B21Q,2021,Q,Level: Introductory,Prerequisites: Bio 1 or permission of instructor,Nearly 80% of all described species belong to the class Insecta,TRUE,: 15,ES,80,15
ES,2037,ES,Introductory Entomology,"Graham, Carrie","Nearly 80% of all described species belong to the class Insecta.  Due to their abundance, diversity and adaptability, insects are crucial components of terrestrial, freshwater and human-made ecosystems.  Students with a background in entomology can apply their knowledge of insects to many other fields, including botany, ecology, anthropology, epidemiology and medicine, agriculture, climate change, visual arts, history, and even the culinary arts.  This course will give students a sampling of entomological applications within these diverse fields.  Students will be given a solid introduction to insect biology, ecology, taxonomy and identification through lectures, lab sessions and field trips.  They will assemble their own insect collections and will learn to identify all Maine insect orders and many common insect families.  Lectures, field trips and readings will emphasize the important role of insects in human lives and our impact on the environment.  Students will be evaluated on their insect collections, performance on lab quizzes, participation and one paper with presentation.

Level: Introductory/Intermediate.  Prerequisites: Bio 1 or permission of instructor.  Class limit: 15.  Lab fee $35.  Meets the following degree requirements: ES",TRUE,B20Q,2020,Q,Level: Introductory,Prerequisites: Bio 1 or permission of instructor,Nearly 80% of all described species belong to the class Insecta,TRUE,: 15,ES,80,15
HS,2096,HS,"Nature, Humans, and Philosophy","Lakey, Heather","According to CoA’s website, Human Ecology studies the relationship between humans and their natural, cultural, built and technological environments. But what do we mean by “nature” and what distinguishes a natural environment from a cultural one? Moreover, what kind of relationships should we cultivate with our natural environments? This discussion-based course offers a philosophical and ethical exploration into the concept of nature. We will draw on a variety of readings from environmental ethics, ecofeminism, deep ecology, American philosophy, Taoism, and Post-Structuralism in order to critically interrogate our understanding of nature, as well as our ethical beliefs regarding human responsibility to the natural world. We will read selections from thinkers such as Aristotle, Carolyn Merchant, Ralph Waldo Emerson, Ramachandra Guha, Aldo Leopold, John Muir, Arne Naess, Val Plumwood, Kate Soper, Mark Sagoff, Vandana Shiva, Gary Snyder, Henry David Thoreau, Lao Tzu, Terry Tempest Williams, and others.

In the first half of the course, we will examine different philosophical frameworks that theorize the idea of nature and environmental responsibility. Guiding questions include the following: What is “nature”? How is the concept of nature politicized and socially constructed? Do we have moral obligations to nature? How should humans relate to nature? What assumptions drive the conceptual distinction between humans and nature? During the second half of the course, we will pivot our attention to specific ethical topics such as: control over natural resources, environmental justice, the land ethic, rights for non-human objects, wilderness, and sustainability and consumption. Throughout the course, we will revisit questions pertaining to philosophy and environmental activism, and we will consider how philosophy can help us to articulate our ethical responsibilities to our natural environments.

Upon completion of this course, students will have gained a richer philosophical understanding of the idea of nature and they will be familiar with key debates in environmental ethics. Course requirements include weekly writing assignments, a midterm exam, a final paper, and class participation. There are no prerequisites, but students should arrive to this class prepared to engage difficult philosophical texts and to share their ideas with others.

Level: Introductory/Intermediate.  Prerequisites: None.  Class limit: 15.  Lab fee: $30.  Meets the following degree requirements: HS",TRUE,B20B,2020,B,Level: Introductory,Prerequisites: None,"According to CoA’s website, Human Ecology studies the relationship between humans and their natural, cultural, built and technological environments",TRUE,: 15,HS,NA,15
HS,2096,HS,"Nature, Humans, and Philosophy","Lakey, Heather","According to CoA’s website, Human Ecology studies the relationship between humans and their natural, cultural, built and technological environments. But what do we mean by “nature” and what distinguishes a natural environment from a cultural one? Moreover, what kind of relationships should we cultivate with our natural environments? This discussion-based course offers a philosophical and ethical exploration into the concept of nature. We will draw on a variety of readings from environmental ethics, ecofeminism, deep ecology, American philosophy, Taoism, and Post-Structuralism in order to critically interrogate our understanding of nature, as well as our ethical beliefs regarding human responsibility to the natural world. We will read selections from thinkers such as Aristotle, Carolyn Merchant, Ralph Waldo Emerson, Ramachandra Guha, Aldo Leopold, John Muir, Arne Naess, Val Plumwood, Kate Soper, Mark Sagoff, Vandana Shiva, Gary Snyder, Henry David Thoreau, Lao Tzu, Terry Tempest Williams, and others.

In the first half of the course, we will examine different philosophical frameworks that theorize the idea of nature and environmental responsibility. Guiding questions include the following: What is “nature”? How is the concept of nature politicized and socially constructed? Do we have moral obligations to nature? How should humans relate to nature? What assumptions drive the conceptual distinction between humans and nature? During the second half of the course, we will pivot our attention to specific ethical topics such as: control over natural resources, environmental justice, the land ethic, rights for non-human objects, wilderness, and sustainability and consumption. Throughout the course, we will revisit questions pertaining to philosophy and environmental activism, and we will consider how philosophy can help us to articulate our ethical responsibilities to our natural environments.

Upon completion of this course, students will have gained a richer philosophical understanding of the idea of nature and they will be familiar with key debates in environmental ethics. Course requirements include weekly writing assignments, a midterm exam, a final paper, and class participation. There are no prerequisites, but students should arrive to this class prepared to engage difficult philosophical texts and to share their ideas with others.

Level: Introductory/Intermediate.  Prerequisites: None.  Class limit: 15.  Lab fee: $30.  Meets the following degree requirements: HS",TRUE,B21Q,2021,Q,Level: Introductory,Prerequisites: None,"According to CoA’s website, Human Ecology studies the relationship between humans and their natural, cultural, built and technological environments",TRUE,: 15,HS,NA,15
HS,4086,HS,Derrida and Questions of Difference,"van Vliet, Netta","Algerian Jewish philosopher, Jacques Derrida (1930-2004), one of the most widely translated French philosophers of the 20th century, developed a body of work often referred to as ""deconstruction."" Derrida’s oeuvre has influenced multiple fields and disciplines, including Literature, Anthropology, Philosophy, Postcolonial Studies, Psychoanalysis and Feminist Theory. This course will track some of the ways in which Derrida engaged with ideas of difference, through a focus on questions his work poses for understandings of the human. The class will engage with Derrida’s archive through reading some of his early work, including essays and interviews about the status of writing and speech, language, and philosophy, and then move through his later work, including his increasing focus on explicitly political topics such as the death penalty, the animal, sovereignty, and war. Although the texts we read will be primarily Derrida’s own writing, we will also read authors who respond to and build on Derrida’s thought. These may include Gayatri Spivak, Ranjana Khanna, Samir Haddad, Peggy Kamuf, and Michael Naas, as well as texts by those with whom Derrida was in dialogue, such as Sigmund Freud, Hélène Cixous, Michel Foucault, Sarah Kofman, Claude Lévi-Strauss, Karl Marx, Martin Heidegger and Emmanuel Levinas. As we move through Derrida’s texts and those informed by them, we will pay particular attention to questions about sexual difference, colonialism, the human, death in relation to life, and representation. Students will be evaluated on participation in seminar discussions, weekly reading responses, a mid-term paper and final paper. There are no prerequisites for this course, but students will be expected to conduct close readings of challenging texts. Students are encouraged to contact the professor with any questions about the course and whether it is a good fit for them. 

Level: Intermediate/Advanced.  Prerequisites: None.  Class limit: 12.  Lab fee: $10.  Meets the following degree requirements: HS",TRUE,B20B,2020,B,Level: Intermediate,Prerequisites: None,"Algerian Jewish philosopher, Jacques Derrida (1930-2004), one of the most widely translated French philosophers of the 20th century, developed a body of work often referred to as ""deconstruction",TRUE,: 12,HS,1930,12
ES,1075,ES,Geology of National Parks,"Hall, Sarah","In this introductory geoscience course students will learn foundational principles and concepts such as plate tectonics, geologic time, climate and weather, rocks and minerals, and surface processes through an exploration of some of the National Parks of the United States. Through virtual field trips of various parks, students will visualize how regional climate and surface processes such as rivers, glaciers, and wind interact with the bedrock and surficial materials to produce some of the most iconic landscapes. While Acadia National Park offers a view of an ancient and eroded supervolcano, Yellowstone offers a glimpse of a dynamic landscape built on a modern supervolcano. While a few glaciers still cling to the high peaks of Glacier National Park, Yosemite hosts steep glacially carved valleys and polished domes reminiscent of a glaciated past. Class time will be used for lectures, discussions of readings, and laboratory exercises. During labs, students will get to know approximately 6 different parks in detail through interaction with geologic maps, rock samples, aerial imagery, and scientific reports. The students will be evaluated based on laboratory exercises and a final project through which students will explore one park of their choosing.

Level: Introductory.  Prerequisites: none.  Class limit: 16.  Lab fee: none.  Meets the following degree requirements: ES",TRUE,B20B,2020,B,Level: Introductory,Prerequisites: none,"In this introductory geoscience course students will learn foundational principles and concepts such as plate tectonics, geologic time, climate and weather, rocks and minerals, and surface processes through an exploration of some of the National Parks of the United States",TRUE,: 16,ES,NA,16
ES,1075,ES,Geology of National Parks,"Hall, Sarah","In this introductory geoscience course students will learn foundational principles and concepts such as plate tectonics, geologic time, climate and weather, rocks and minerals, and surface processes through an exploration of some of the National Parks of the United States. Through virtual field trips of various parks, students will visualize how regional climate and surface processes such as rivers, glaciers, and wind interact with the bedrock and surficial materials to produce some of the most iconic landscapes. While Acadia National Park offers a view of an ancient and eroded supervolcano, Yellowstone offers a glimpse of a dynamic landscape built on a modern supervolcano. While a few glaciers still cling to the high peaks of Glacier National Park, Yosemite hosts steep glacially carved valleys and polished domes reminiscent of a glaciated past. Class time will be used for lectures, discussions of readings, and laboratory exercises. During labs, students will get to know approximately 6 different parks in detail through interaction with geologic maps, rock samples, aerial imagery, and scientific reports. The students will be evaluated based on laboratory exercises and a final project through which students will explore one park of their choosing.

Level: Introductory.  Prerequisites: none.  Class limit: 16.  Lab fee: none.  Meets the following degree requirements: ES",TRUE,B21C,2021,C,Level: Introductory,Prerequisites: none,"In this introductory geoscience course students will learn foundational principles and concepts such as plate tectonics, geologic time, climate and weather, rocks and minerals, and surface processes through an exploration of some of the National Parks of the United States",TRUE,: 16,ES,NA,16
